session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0012223,T001528,Delhi,Chennai,2024-03-01,2024-03-15,14,Early Morning,Business,2
S0012224,T001528,Bangalore,Mumbai,2024-03-27,2024-04-15,19,Evening,Business,1
S0012225,T001529,Bangalore,Hyderabad,2024-03-06,2024-03-09,3,Night,Leisure,1
S0012226,T001529,Mumbai,Delhi,2024-03-27,2024-04-12,16,Early Morning,Business,1
S0012227,T001529,Kolkata,Mumbai,2024-03-08,2024-04-24,47,Early Morning,Business,1
S0012228,T001529,Kolkata,Hyderabad,2024-03-30,2024-04-13,14,Night,Business,1
S0012229,T001529,Delhi,Chennai,2024-03-03,2024-03-16,13,Afternoon,Business,1
S0012230,T001529,Chennai,Hyderabad,2024-03-20,2024-04-15,26,Night,Business,1
S0012231,T001529,Bangalore,Chennai,2024-03-20,2024-04-12,23,Early Morning,Business,1
S0012232,T001529,Mumbai,Chennai,2024-03-24,2024-04-05,12,Afternoon,Business,1
S0012233,T001530,Chennai,Mumbai,2024-03-19,2024-03-28,9,Morning,Business,1
S0012234,T001530,Hyderabad,Delhi,2024-03-08,2024-03-18,10,Evening,Business,1
S0012235,T001530,Mumbai,Hyderabad,2024-03-27,2024-05-02,36,Evening,Leisure,2
S0012236,T001530,Mumbai,Kolkata,2024-03-18,2024-04-22,35,Afternoon,Business,1
S0012237,T001530,Hyderabad,Mumbai,2024-03-12,2024-04-08,27,Night,Business,3
S0012238,T001530,Mumbai,Bangalore,2024-03-22,2024-03-23,1,Early Morning,Family / Personal,1
S0012239,T001530,Delhi,Mumbai,2024-03-06,2024-03-16,10,Afternoon,Business,1
S0012240,T001530,Hyderabad,Chennai,2024-03-03,2024-03-24,21,Afternoon,Business,1
S0012241,T001531,Kolkata,Delhi,2024-03-13,2024-04-29,47,Morning,Commute,1
S0012242,T001531,Kolkata,Mumbai,2024-03-30,2024-04-01,2,Early Morning,Family / Personal,1
S0012243,T001531,Kolkata,Mumbai,2024-03-24,2024-04-21,28,Morning,Business,1
S0012244,T001531,Kolkata,Hyderabad,2024-03-01,2024-04-06,36,Evening,Leisure,2
S0012245,T001531,Chennai,Delhi,2024-03-28,2024-04-30,33,Early Morning,Business,1
S0012246,T001531,Delhi,Hyderabad,2024-03-15,2024-04-28,44,Evening,Leisure,1
S0012247,T001531,Kolkata,Delhi,2024-03-06,2024-04-23,48,Morning,Commute,1
S0012248,T001531,Delhi,Kolkata,2024-03-21,2024-04-25,35,Night,Commute,1
S0012249,T001532,Bangalore,Delhi,2024-03-25,2024-04-24,30,Afternoon,Business,1
S0012250,T001532,Hyderabad,Bangalore,2024-03-05,2024-04-03,29,Morning,Business,1
S0012251,T001532,Delhi,Chennai,2024-03-02,2024-04-08,37,Early Morning,Business,1
S0012252,T001532,Mumbai,Chennai,2024-03-15,2024-04-27,43,Night,Business,1
S0012253,T001532,Chennai,Delhi,2024-03-13,2024-03-26,13,Evening,Business,1
S0012254,T001532,Mumbai,Hyderabad,2024-03-19,2024-04-11,23,Early Morning,Business,1
S0012255,T001532,Delhi,Hyderabad,2024-03-10,2024-04-26,47,Night,Business,1
S0012256,T001532,Hyderabad,Mumbai,2024-03-25,2024-05-01,37,Early Morning,Business,1
S0012257,T001533,Mumbai,Kolkata,2024-03-02,2024-04-11,40,Night,Commute,1
S0012258,T001533,Mumbai,Hyderabad,2024-03-08,2024-04-04,27,Morning,Business,1
S0012259,T001533,Kolkata,Bangalore,2024-03-07,2024-04-03,27,Evening,Business,2
S0012260,T001533,Delhi,Hyderabad,2024-03-24,2024-04-12,19,Night,Business,1
S0012261,T001533,Mumbai,Chennai,2024-03-02,2024-03-29,27,Afternoon,Commute,1
S0012262,T001533,Hyderabad,Delhi,2024-03-16,2024-04-10,25,Night,Family / Personal,1
S0012263,T001533,Bangalore,Hyderabad,2024-03-10,2024-04-24,45,Night,Business,1
S0012264,T001533,Kolkata,Bangalore,2024-03-12,2024-03-30,18,Evening,Business,1
S0012265,T001534,Bangalore,Delhi,2024-03-08,2024-04-04,27,Afternoon,Business,1
S0012266,T001534,Hyderabad,Chennai,2024-03-22,2024-04-30,39,Morning,Commute,1
S0012267,T001534,Mumbai,Hyderabad,2024-03-05,2024-03-14,9,Afternoon,Business,1
S0012268,T001534,Delhi,Chennai,2024-03-07,2024-04-12,36,Night,Business,1
S0012269,T001534,Chennai,Kolkata,2024-03-11,2024-04-01,21,Afternoon,Business,1
S0012270,T001534,Bangalore,Chennai,2024-03-12,2024-04-05,24,Afternoon,Leisure,1
S0012271,T001534,Kolkata,Hyderabad,2024-03-21,2024-04-21,31,Evening,Business,1
S0012272,T001534,Kolkata,Mumbai,2024-03-27,2024-05-02,36,Afternoon,Business,1
S0012273,T001535,Kolkata,Mumbai,2024-03-09,2024-03-23,14,Early Morning,Business,1
S0012274,T001535,Bangalore,Delhi,2024-03-05,2024-03-30,25,Early Morning,Business,1
S0012275,T001535,Kolkata,Mumbai,2024-03-14,2024-04-26,43,Morning,Business,1
S0012276,T001535,Hyderabad,Kolkata,2024-03-27,2024-04-22,26,Morning,Commute,1
S0012277,T001535,Hyderabad,Delhi,2024-03-14,2024-03-26,12,Afternoon,Leisure,1
S0012278,T001535,Kolkata,Mumbai,2024-03-02,2024-03-23,21,Afternoon,Business,1
S0012279,T001535,Chennai,Hyderabad,2024-03-08,2024-04-20,43,Afternoon,Business,1
S0012280,T001535,Hyderabad,Mumbai,2024-03-19,2024-05-06,48,Early Morning,Commute,2
S0012281,T001536,Bangalore,Mumbai,2024-03-30,2024-04-06,7,Morning,Business,1
S0012282,T001536,Hyderabad,Mumbai,2024-03-16,2024-04-18,33,Night,Business,1
S0012283,T001536,Kolkata,Delhi,2024-03-07,2024-04-11,35,Evening,Business,1
S0012284,T001536,Kolkata,Delhi,2024-03-20,2024-04-03,14,Night,Commute,1
S0012285,T001536,Mumbai,Chennai,2024-03-26,2024-04-28,33,Morning,Leisure,1
S0012286,T001536,Mumbai,Delhi,2024-03-27,2024-05-05,39,Evening,Family / Personal,1
S0012287,T001536,Kolkata,Bangalore,2024-03-24,2024-03-26,2,Night,Business,2
S0012288,T001536,Bangalore,Chennai,2024-03-25,2024-04-23,29,Morning,Commute,1
S0012289,T001537,Kolkata,Bangalore,2024-03-27,2024-03-30,3,Early Morning,Business,3
S0012290,T001537,Bangalore,Mumbai,2024-03-18,2024-04-24,37,Early Morning,Business,1
S0012291,T001537,Delhi,Kolkata,2024-03-02,2024-04-02,31,Afternoon,Business,1
S0012292,T001537,Chennai,Hyderabad,2024-03-05,2024-03-25,20,Evening,Business,1
S0012293,T001537,Hyderabad,Mumbai,2024-03-10,2024-03-20,10,Afternoon,Business,1
S0012294,T001537,Delhi,Kolkata,2024-03-10,2024-04-28,49,Night,Business,1
S0012295,T001537,Chennai,Bangalore,2024-03-02,2024-04-20,49,Night,Business,1
S0012296,T001537,Chennai,Hyderabad,2024-03-16,2024-03-26,10,Night,Business,1
S0012297,T001538,Hyderabad,Kolkata,2024-03-10,2024-03-30,20,Early Morning,Business,1
S0012298,T001538,Delhi,Bangalore,2024-03-06,2024-03-21,15,Evening,Commute,1
S0012299,T001538,Chennai,Kolkata,2024-03-20,2024-04-23,34,Early Morning,Commute,1
S0012300,T001538,Mumbai,Kolkata,2024-03-20,2024-04-27,38,Morning,Commute,1
S0012301,T001538,Hyderabad,Bangalore,2024-03-03,2024-03-09,6,Morning,Leisure,1
S0012302,T001538,Hyderabad,Mumbai,2024-03-23,2024-05-02,40,Morning,Leisure,1
S0012303,T001538,Delhi,Bangalore,2024-03-27,2024-05-14,48,Morning,Business,1
S0012304,T001538,Mumbai,Kolkata,2024-03-04,2024-03-12,8,Afternoon,Business,1
S0012305,T001539,Hyderabad,Mumbai,2024-03-23,2024-04-21,29,Early Morning,Business,1
S0012306,T001539,Bangalore,Chennai,2024-03-03,2024-03-22,19,Morning,Business,1
S0012307,T001539,Hyderabad,Bangalore,2024-03-18,2024-04-11,24,Evening,Commute,1
S0012308,T001539,Delhi,Bangalore,2024-03-25,2024-03-29,4,Early Morning,Business,1
S0012309,T001539,Kolkata,Delhi,2024-03-20,2024-03-26,6,Morning,Business,1
S0012310,T001539,Hyderabad,Mumbai,2024-03-26,2024-04-11,16,Morning,Business,1
S0012311,T001539,Kolkata,Hyderabad,2024-03-30,2024-04-24,25,Morning,Business,1
S0012312,T001539,Hyderabad,Delhi,2024-03-07,2024-03-16,9,Afternoon,Business,1
S0012313,T001540,Hyderabad,Mumbai,2024-03-03,2024-03-09,6,Morning,Business,1
S0012314,T001540,Hyderabad,Mumbai,2024-03-22,2024-04-04,13,Afternoon,Business,1
S0012315,T001540,Mumbai,Hyderabad,2024-03-20,2024-04-21,32,Early Morning,Business,1
S0012316,T001540,Mumbai,Chennai,2024-03-20,2024-04-06,17,Night,Commute,1
S0012317,T001540,Kolkata,Mumbai,2024-03-11,2024-03-14,3,Night,Business,1
S0012318,T001540,Mumbai,Kolkata,2024-03-03,2024-03-05,2,Afternoon,Business,1
S0012319,T001540,Chennai,Kolkata,2024-03-02,2024-04-12,41,Evening,Commute,1
S0012320,T001540,Hyderabad,Kolkata,2024-03-26,2024-04-29,34,Morning,Business,1
S0012321,T001541,Chennai,Bangalore,2024-03-26,2024-03-30,4,Evening,Commute,1
S0012322,T001541,Kolkata,Mumbai,2024-03-28,2024-04-29,32,Early Morning,Business,1
S0012323,T001541,Hyderabad,Kolkata,2024-03-25,2024-04-27,33,Night,Business,1
S0012324,T001541,Chennai,Mumbai,2024-03-24,2024-04-07,14,Morning,Business,1
S0012325,T001541,Delhi,Chennai,2024-03-29,2024-04-07,9,Early Morning,Commute,2
S0012326,T001541,Delhi,Bangalore,2024-03-23,2024-05-06,44,Night,Leisure,1
S0012327,T001541,Kolkata,Chennai,2024-03-17,2024-04-04,18,Evening,Business,1
S0012328,T001541,Chennai,Mumbai,2024-03-14,2024-03-22,8,Evening,Business,1
S0012329,T001542,Delhi,Kolkata,2024-03-17,2024-04-23,37,Afternoon,Business,1
S0012330,T001542,Bangalore,Delhi,2024-03-17,2024-04-11,25,Early Morning,Leisure,1
S0012331,T001542,Hyderabad,Bangalore,2024-03-06,2024-04-04,29,Night,Business,1
S0012332,T001542,Kolkata,Hyderabad,2024-03-17,2024-03-24,7,Afternoon,Business,1
S0012333,T001542,Chennai,Mumbai,2024-03-28,2024-05-11,44,Early Morning,Business,1
S0012334,T001542,Chennai,Bangalore,2024-03-06,2024-03-21,15,Early Morning,Business,1
S0012335,T001542,Chennai,Kolkata,2024-03-05,2024-04-16,42,Morning,Business,1
S0012336,T001542,Hyderabad,Kolkata,2024-03-10,2024-03-13,3,Afternoon,Business,1
S0012337,T001543,Chennai,Delhi,2024-03-02,2024-03-21,19,Early Morning,Leisure,1
S0012338,T001543,Chennai,Mumbai,2024-03-03,2024-03-14,11,Morning,Business,1
S0012339,T001543,Delhi,Chennai,2024-03-26,2024-05-12,47,Early Morning,Commute,1
S0012340,T001543,Delhi,Bangalore,2024-03-24,2024-03-30,6,Night,Business,1
S0012341,T001543,Mumbai,Chennai,2024-03-04,2024-03-25,21,Morning,Business,1
S0012342,T001543,Kolkata,Delhi,2024-03-12,2024-04-13,32,Evening,Business,1
S0012343,T001543,Delhi,Mumbai,2024-03-29,2024-04-21,23,Night,Business,1
S0012344,T001543,Delhi,Kolkata,2024-03-06,2024-03-18,12,Early Morning,Business,1
S0012345,T001544,Mumbai,Hyderabad,2024-03-26,2024-05-12,47,Night,Business,1
S0012346,T001544,Bangalore,Mumbai,2024-03-12,2024-04-18,37,Evening,Business,1
S0012347,T001544,Delhi,Kolkata,2024-03-18,2024-04-30,43,Afternoon,Business,1
S0012348,T001544,Kolkata,Hyderabad,2024-03-14,2024-03-16,2,Morning,Commute,1
S0012349,T001544,Hyderabad,Kolkata,2024-03-22,2024-04-07,16,Early Morning,Commute,1
S0012350,T001544,Chennai,Delhi,2024-03-01,2024-03-08,7,Night,Business,1
S0012351,T001544,Chennai,Delhi,2024-03-15,2024-04-06,22,Afternoon,Business,1
S0012352,T001544,Bangalore,Mumbai,2024-03-12,2024-03-24,12,Morning,Business,1
S0012353,T001545,Delhi,Bangalore,2024-03-11,2024-03-15,4,Morning,Business,1
S0012354,T001545,Mumbai,Delhi,2024-03-27,2024-04-02,6,Night,Business,1
S0012355,T001545,Kolkata,Bangalore,2024-03-16,2024-04-03,18,Night,Leisure,1
S0012356,T001545,Chennai,Mumbai,2024-03-24,2024-05-12,49,Evening,Business,1
S0012357,T001545,Hyderabad,Kolkata,2024-03-09,2024-04-27,49,Morning,Leisure,1
S0012358,T001545,Delhi,Kolkata,2024-03-27,2024-04-27,31,Afternoon,Leisure,2
S0012359,T001545,Hyderabad,Chennai,2024-03-28,2024-04-21,24,Afternoon,Business,1
S0012360,T001545,Kolkata,Mumbai,2024-03-15,2024-04-01,17,Morning,Business,1
S0012361,T001546,Chennai,Bangalore,2024-03-07,2024-03-16,9,Afternoon,Business,1
S0012362,T001546,Bangalore,Kolkata,2024-03-05,2024-03-07,2,Morning,Business,1
S0012363,T001546,Chennai,Delhi,2024-03-22,2024-04-08,17,Afternoon,Business,1
S0012364,T001546,Delhi,Bangalore,2024-03-04,2024-04-14,41,Early Morning,Business,1
S0012365,T001546,Mumbai,Kolkata,2024-03-17,2024-03-22,5,Night,Business,1
S0012366,T001546,Kolkata,Bangalore,2024-03-27,2024-05-02,36,Morning,Business,1
S0012367,T001546,Mumbai,Bangalore,2024-03-29,2024-05-05,37,Night,Business,1
S0012368,T001546,Hyderabad,Kolkata,2024-03-23,2024-04-03,11,Evening,Business,1
S0012369,T001547,Kolkata,Mumbai,2024-03-29,2024-05-16,48,Early Morning,Commute,2
S0012370,T001547,Chennai,Bangalore,2024-03-02,2024-03-10,8,Night,Business,1
S0012371,T001547,Kolkata,Mumbai,2024-03-01,2024-04-03,33,Afternoon,Business,1
S0012372,T001547,Kolkata,Delhi,2024-03-30,2024-05-08,39,Early Morning,Business,1
S0012373,T001547,Delhi,Chennai,2024-03-21,2024-04-13,23,Morning,Business,1
S0012374,T001547,Bangalore,Mumbai,2024-03-22,2024-05-02,41,Evening,Leisure,1
S0012375,T001547,Chennai,Kolkata,2024-03-21,2024-04-27,37,Afternoon,Family / Personal,1
S0012376,T001547,Chennai,Hyderabad,2024-03-17,2024-04-29,43,Early Morning,Business,1
S0012377,T001548,Bangalore,Chennai,2024-03-24,2024-04-20,27,Morning,Business,2
S0012378,T001548,Chennai,Bangalore,2024-03-26,2024-04-06,11,Evening,Business,1
S0012379,T001548,Hyderabad,Bangalore,2024-03-15,2024-03-16,1,Night,Leisure,1
S0012380,T001548,Hyderabad,Chennai,2024-03-03,2024-03-29,26,Early Morning,Business,1
S0012381,T001548,Kolkata,Delhi,2024-03-20,2024-03-21,1,Evening,Business,1
S0012382,T001548,Delhi,Chennai,2024-03-07,2024-03-22,15,Morning,Commute,1
S0012383,T001548,Bangalore,Kolkata,2024-03-24,2024-03-26,2,Early Morning,Business,1
S0012384,T001548,Kolkata,Hyderabad,2024-03-22,2024-04-03,12,Early Morning,Commute,1
S0012385,T001549,Bangalore,Kolkata,2024-03-27,2024-05-11,45,Night,Commute,1
S0012386,T001549,Chennai,Mumbai,2024-03-13,2024-03-24,11,Early Morning,Business,2
S0012387,T001549,Hyderabad,Kolkata,2024-03-10,2024-04-03,24,Night,Business,1
S0012388,T001549,Mumbai,Delhi,2024-03-01,2024-03-03,2,Night,Leisure,1
S0012389,T001549,Delhi,Kolkata,2024-03-21,2024-05-05,45,Afternoon,Business,1
S0012390,T001549,Chennai,Delhi,2024-03-21,2024-03-23,2,Afternoon,Business,1
S0012391,T001549,Bangalore,Delhi,2024-03-24,2024-04-12,19,Afternoon,Commute,1
S0012392,T001549,Mumbai,Bangalore,2024-03-18,2024-05-03,46,Early Morning,Business,1
S0012393,T001550,Chennai,Hyderabad,2024-03-26,2024-04-27,32,Early Morning,Commute,2
S0012394,T001550,Hyderabad,Delhi,2024-03-17,2024-04-10,24,Morning,Leisure,1
S0012395,T001550,Hyderabad,Delhi,2024-03-20,2024-05-03,44,Night,Leisure,1
S0012396,T001550,Mumbai,Delhi,2024-03-18,2024-04-09,22,Evening,Business,1
S0012397,T001550,Kolkata,Delhi,2024-03-10,2024-04-10,31,Afternoon,Business,1
S0012398,T001550,Kolkata,Mumbai,2024-03-11,2024-04-26,46,Afternoon,Commute,1
S0012399,T001550,Delhi,Chennai,2024-03-12,2024-03-28,16,Morning,Business,1
S0012400,T001550,Delhi,Hyderabad,2024-03-16,2024-04-23,38,Afternoon,Leisure,1
S0012401,T001551,Hyderabad,Kolkata,2024-03-14,2024-04-23,40,Morning,Business,1
S0012402,T001551,Mumbai,Kolkata,2024-03-09,2024-04-04,26,Morning,Leisure,1
S0012403,T001551,Hyderabad,Bangalore,2024-03-12,2024-04-17,36,Early Morning,Leisure,1
S0012404,T001551,Delhi,Hyderabad,2024-03-26,2024-04-02,7,Evening,Business,2
S0012405,T001551,Delhi,Hyderabad,2024-03-16,2024-03-26,10,Early Morning,Business,1
S0012406,T001551,Hyderabad,Chennai,2024-03-19,2024-03-26,7,Morning,Business,2
S0012407,T001551,Mumbai,Bangalore,2024-03-09,2024-04-06,28,Afternoon,Business,1
S0012408,T001551,Bangalore,Chennai,2024-03-09,2024-03-24,15,Morning,Business,1
S0012409,T001552,Delhi,Chennai,2024-03-17,2024-04-17,31,Early Morning,Business,1
S0012410,T001552,Chennai,Hyderabad,2024-03-28,2024-04-13,16,Night,Business,2
S0012411,T001552,Delhi,Bangalore,2024-03-01,2024-03-26,25,Afternoon,Business,1
S0012412,T001552,Bangalore,Mumbai,2024-03-20,2024-03-29,9,Afternoon,Leisure,1
S0012413,T001552,Bangalore,Mumbai,2024-03-17,2024-05-03,47,Night,Business,1
S0012414,T001552,Kolkata,Delhi,2024-03-28,2024-04-16,19,Early Morning,Business,2
S0012415,T001552,Delhi,Hyderabad,2024-03-22,2024-05-02,41,Afternoon,Business,1
S0012416,T001552,Hyderabad,Mumbai,2024-03-23,2024-03-26,3,Night,Family / Personal,1
S0012417,T001553,Hyderabad,Kolkata,2024-03-16,2024-04-07,22,Early Morning,Business,1
S0012418,T001553,Mumbai,Delhi,2024-03-25,2024-04-29,35,Morning,Business,1
S0012419,T001553,Delhi,Chennai,2024-03-21,2024-03-28,7,Night,Business,1
S0012420,T001553,Bangalore,Kolkata,2024-03-14,2024-04-13,30,Early Morning,Business,2
S0012421,T001553,Chennai,Hyderabad,2024-03-25,2024-04-02,8,Afternoon,Business,1
S0012422,T001553,Kolkata,Chennai,2024-03-17,2024-05-03,47,Morning,Business,1
S0012423,T001553,Hyderabad,Bangalore,2024-03-29,2024-04-06,8,Morning,Business,1
S0012424,T001553,Hyderabad,Mumbai,2024-03-20,2024-05-08,49,Evening,Business,1
S0012425,T001554,Hyderabad,Delhi,2024-03-23,2024-04-02,10,Morning,Business,1
S0012426,T001554,Kolkata,Chennai,2024-03-08,2024-04-17,40,Morning,Business,1
S0012427,T001554,Delhi,Mumbai,2024-03-20,2024-05-07,48,Early Morning,Leisure,2
S0012428,T001554,Bangalore,Mumbai,2024-03-19,2024-04-23,35,Afternoon,Business,3
S0012429,T001554,Hyderabad,Mumbai,2024-03-16,2024-04-17,32,Early Morning,Business,1
S0012430,T001554,Kolkata,Hyderabad,2024-03-22,2024-03-25,3,Night,Business,1
S0012431,T001554,Mumbai,Delhi,2024-03-28,2024-04-27,30,Morning,Business,1
S0012432,T001554,Delhi,Hyderabad,2024-03-16,2024-04-03,18,Evening,Business,1
S0012433,T001555,Chennai,Kolkata,2024-03-25,2024-05-10,46,Night,Business,1
S0012434,T001555,Hyderabad,Chennai,2024-03-18,2024-03-22,4,Afternoon,Business,1
S0012435,T001555,Hyderabad,Kolkata,2024-03-18,2024-04-04,17,Early Morning,Business,1
S0012436,T001555,Mumbai,Kolkata,2024-03-24,2024-04-02,9,Evening,Business,1
S0012437,T001555,Hyderabad,Delhi,2024-03-11,2024-04-29,49,Evening,Business,1
S0012438,T001555,Chennai,Kolkata,2024-03-15,2024-04-06,22,Early Morning,Business,1
S0012439,T001555,Hyderabad,Delhi,2024-03-03,2024-03-11,8,Afternoon,Commute,1
S0012440,T001555,Bangalore,Kolkata,2024-03-29,2024-05-17,49,Evening,Business,1
S0012441,T001556,Hyderabad,Mumbai,2024-03-21,2024-04-13,23,Afternoon,Family / Personal,1
S0012442,T001556,Chennai,Mumbai,2024-03-14,2024-03-27,13,Morning,Family / Personal,1
S0012443,T001556,Mumbai,Delhi,2024-03-15,2024-03-24,9,Evening,Business,1
S0012444,T001556,Delhi,Hyderabad,2024-03-26,2024-04-16,21,Morning,Leisure,1
S0012445,T001556,Kolkata,Chennai,2024-03-20,2024-04-08,19,Evening,Business,1
S0012446,T001556,Mumbai,Bangalore,2024-03-12,2024-04-18,37,Night,Business,1
S0012447,T001556,Mumbai,Kolkata,2024-03-14,2024-04-09,26,Evening,Business,1
S0012448,T001556,Mumbai,Kolkata,2024-03-15,2024-04-05,21,Night,Leisure,1
S0012449,T001557,Chennai,Delhi,2024-03-12,2024-04-24,43,Morning,Commute,1
S0012450,T001557,Mumbai,Chennai,2024-03-03,2024-03-09,6,Night,Leisure,2
S0012451,T001557,Hyderabad,Delhi,2024-03-28,2024-04-30,33,Morning,Business,1
S0012452,T001557,Kolkata,Delhi,2024-03-26,2024-04-20,25,Morning,Business,1
S0012453,T001557,Bangalore,Chennai,2024-03-26,2024-04-29,34,Afternoon,Business,1
S0012454,T001557,Delhi,Mumbai,2024-03-14,2024-03-25,11,Early Morning,Business,1
S0012455,T001557,Kolkata,Delhi,2024-03-24,2024-05-11,48,Early Morning,Business,1
S0012456,T001557,Delhi,Kolkata,2024-03-22,2024-04-17,26,Early Morning,Business,1
S0012457,T001558,Hyderabad,Mumbai,2024-03-10,2024-03-25,15,Morning,Commute,1
S0012458,T001558,Hyderabad,Bangalore,2024-03-28,2024-05-02,35,Evening,Commute,1
S0012459,T001558,Mumbai,Delhi,2024-03-10,2024-03-25,15,Early Morning,Business,1
S0012460,T001558,Mumbai,Hyderabad,2024-03-23,2024-04-29,37,Evening,Commute,1
S0012461,T001558,Delhi,Chennai,2024-03-10,2024-04-25,46,Night,Business,1
S0012462,T001558,Chennai,Bangalore,2024-03-18,2024-04-04,17,Morning,Family / Personal,1
S0012463,T001558,Mumbai,Chennai,2024-03-01,2024-03-17,16,Night,Commute,1
S0012464,T001558,Bangalore,Delhi,2024-03-15,2024-03-27,12,Night,Business,1
S0012465,T001559,Kolkata,Mumbai,2024-03-08,2024-04-19,42,Night,Leisure,1
S0012466,T001559,Delhi,Kolkata,2024-03-01,2024-03-13,12,Evening,Leisure,1
S0012467,T001559,Chennai,Hyderabad,2024-03-21,2024-03-30,9,Morning,Business,1
S0012468,T001559,Delhi,Mumbai,2024-03-02,2024-04-01,30,Night,Family / Personal,3
S0012469,T001559,Kolkata,Mumbai,2024-03-19,2024-03-23,4,Afternoon,Business,3
S0012470,T001559,Kolkata,Hyderabad,2024-03-14,2024-03-31,17,Morning,Business,1
S0012471,T001559,Delhi,Bangalore,2024-03-21,2024-04-08,18,Morning,Leisure,1
S0012472,T001559,Mumbai,Delhi,2024-03-09,2024-04-06,28,Evening,Business,1
S0012473,T001560,Chennai,Delhi,2024-03-01,2024-03-23,22,Morning,Business,1
S0012474,T001560,Mumbai,Delhi,2024-03-21,2024-04-08,18,Night,Business,1
S0012475,T001560,Mumbai,Chennai,2024-03-25,2024-05-07,43,Morning,Leisure,1
S0012476,T001560,Bangalore,Delhi,2024-03-10,2024-04-18,39,Morning,Commute,1
S0012477,T001560,Mumbai,Bangalore,2024-03-10,2024-04-17,38,Afternoon,Leisure,1
S0012478,T001560,Kolkata,Delhi,2024-03-05,2024-03-18,13,Early Morning,Business,1
S0012479,T001560,Mumbai,Kolkata,2024-03-28,2024-05-14,47,Early Morning,Leisure,1
S0012480,T001560,Delhi,Kolkata,2024-03-14,2024-03-24,10,Evening,Commute,1
S0012481,T001561,Kolkata,Mumbai,2024-03-15,2024-03-23,8,Morning,Commute,1
S0012482,T001561,Hyderabad,Delhi,2024-03-12,2024-03-27,15,Morning,Business,1
S0012483,T001561,Hyderabad,Chennai,2024-03-15,2024-04-07,23,Evening,Commute,1
S0012484,T001561,Hyderabad,Kolkata,2024-03-13,2024-04-12,30,Early Morning,Business,1
S0012485,T001561,Hyderabad,Kolkata,2024-03-19,2024-04-01,13,Night,Business,1
S0012486,T001561,Delhi,Kolkata,2024-03-10,2024-04-26,47,Night,Business,1
S0012487,T001561,Delhi,Hyderabad,2024-03-08,2024-03-21,13,Morning,Business,1
S0012488,T001561,Kolkata,Delhi,2024-03-14,2024-04-21,38,Morning,Business,1
S0012489,T001562,Chennai,Mumbai,2024-03-06,2024-03-09,3,Early Morning,Business,1
S0012490,T001562,Kolkata,Delhi,2024-03-12,2024-04-15,34,Evening,Family / Personal,1
S0012491,T001562,Chennai,Bangalore,2024-03-18,2024-04-10,23,Early Morning,Family / Personal,1
S0012492,T001562,Hyderabad,Chennai,2024-03-24,2024-04-23,30,Evening,Family / Personal,1
S0012493,T001562,Mumbai,Kolkata,2024-03-27,2024-04-05,9,Night,Business,1
S0012494,T001562,Chennai,Mumbai,2024-03-13,2024-04-22,40,Early Morning,Business,2
S0012495,T001562,Chennai,Hyderabad,2024-03-06,2024-03-21,15,Evening,Leisure,1
S0012496,T001562,Hyderabad,Delhi,2024-03-10,2024-04-24,45,Early Morning,Business,1
S0012497,T001563,Kolkata,Chennai,2024-03-12,2024-04-20,39,Evening,Business,1
S0012498,T001563,Bangalore,Mumbai,2024-03-12,2024-04-05,24,Afternoon,Business,1
S0012499,T001563,Delhi,Kolkata,2024-03-26,2024-04-10,15,Morning,Business,1
